,Unnamed: 0,sigla,idpozo,area,cod_area,empresa,yacimiento,cod_yacimiento,formacion,cuenca,provincia,cota,profundidad,clasificacion,subclasificacion,tipo_recurso,sub_tipo_recurso,gasplus,tipopozo,tipoextraccion,tipoestado,adjiv_fecha_inicio_perf,adjiv_fecha_fin_perf,adjiv_fecha_inicio_term,adjiv_fecha_fin_term,geojson,geom,type,coordinates,coordinates_str,info_coordenadas,departamento_id,departamento_nombre,lat,lon,municipio_id,municipio_nombre,provincia_id,provincia_nombre
14205,14205,PNR.NQ.NQ-1047,51387,AL SUR DE LA DORSAL,SDD,OILSTONE ENERGIA S.A.,EL DIVISADERO - GENERAL SAN MARTIN,DSM,quebrada del sapo,NEUQUINA,Neuquén,385.7,1300.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,2005-02-07,2005-02-16,,,"{'type': 'Point', 'coordinates': [-68.77232402, -39.07148099]}",0101000020E61000002DF4B9C16D3151C0F82A014A268943C0,Point,"[-68.77232402, -39.07148099]","-68.77232402, -39.07148099","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -39.07148099, 'lon': -68.77232402, 'municipio_id': '580077', 'municipio_nombre': 'Senillosa', 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-39.07148099,-68.77232402,580077.0,Senillosa,58.0,Neuquén
14206,14206,PNR.NQ.NQ-1048,51388,AL SUR DE LA DORSAL,SDD,OILSTONE ENERGIA S.A.,EL DIVISADERO - GENERAL SAN MARTIN,DSM,quebrada del sapo,NEUQUINA,Neuquén,380.5,1275.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,2005-06-09,2005-06-24,2005-07-15,2005-07-21,"{'type': 'Point', 'coordinates': [-68.77269414, -39.08570858]}",0101000020E610000018471FD2733151C0160BAE7FF88A43C0,Point,"[-68.77269414, -39.08570858]","-68.77269414, -39.08570858","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -39.08570858, 'lon': -68.77269414, 'municipio_id': '580077', 'municipio_nombre': 'Senillosa', 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-39.08570858,-68.77269414,580077.0,Senillosa,58.0,Neuquén
14249,14249,CHA.NQ.PE-6,51431,AL NORTE DE LA DORSAL,NDD,YPF S.A.,PUESTO ESPINOSA,PEP,lotena,NEUQUINA,Neuquén,571.4,1257.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-69.06413389, -38.86377841]}",0101000020E6100000600708C51A4451C06FF87A4A906E43C0,Point,"[-69.06413389, -38.86377841]","-69.06413389, -38.86377841","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.86377841, 'lon': -69.06413389, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.86377841,-69.06413389,,,58.0,Neuquén
14250,14250,CHA.NQ.PE-7,51432,AL NORTE DE LA DORSAL,NDD,YPF S.A.,PUESTO ESPINOSA,PEP,lotena,NEUQUINA,Neuquén,602.1,1234.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-69.04102639, -38.85257393]}",0101000020E6100000ABD4262DA04251C0D7627D24216D43C0,Point,"[-69.04102639, -38.85257393]","-69.04102639, -38.85257393","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.85257393, 'lon': -69.04102639, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.85257393,-69.04102639,,,58.0,Neuquén
14314,14314,YPF.NQ.PL-14,51496,AL NORTE DE LA DORSAL,NDD,YPF S.A.,PUESTO LOPEZ,LOP,lotena,NEUQUINA,Neuquén,658.9,1452.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Parado Transitoriamente,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-69.06147202, -38.82115691]}",0101000020E610000038E15628EF4351C0CEAA6CAB1B6943C0,Point,"[-69.06147202, -38.82115691]","-69.06147202, -38.82115691","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.82115691, 'lon': -69.06147202, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.82115691,-69.06147202,,,58.0,Neuquén
14315,14315,YPF.NQ.PL-15,51497,AL NORTE DE LA DORSAL,NDD,YPF S.A.,PUESTO LOPEZ,LOP,lotena,NEUQUINA,Neuquén,661.9,1466.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-69.05760014, -38.82187051]}",0101000020E6100000E2627FB8AF4351C098FF880D336943C0,Point,"[-69.05760014, -38.82187051]","-69.05760014, -38.82187051","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.82187051, 'lon': -69.05760014, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.82187051,-69.05760014,,,58.0,Neuquén
14333,14333,QCO.NQ.PL-1003,51515,AL NORTE DE LA DORSAL,NDD,YPF S.A.,PUESTO LOPEZ,LOP,lotena,NEUQUINA,Neuquén,657.5,1485.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Plunger Lift,Extracción Efectiva,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-69.06266503, -38.81860159]}",0101000020E6100000FC9C2FB4024451C076C0D8EFC76843C0,Point,"[-69.06266503, -38.81860159]","-69.06266503, -38.81860159","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.81860159, 'lon': -69.06266503, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.81860159,-69.06266503,,,58.0,Neuquén
14338,14338,CHA.NQ.PL-1008,51520,AL NORTE DE LA DORSAL,NDD,YPF S.A.,PUESTO LOPEZ,LOP,lotena,NEUQUINA,Neuquén,647.2,1536.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Parado Transitoriamente,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-69.06844244, -38.82283574]}",0101000020E6100000575D665C614451C0D6A378AE526943C0,Point,"[-69.06844244, -38.82283574]","-69.06844244, -38.82283574","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.82283574, 'lon': -69.06844244, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.82283574,-69.06844244,,,58.0,Neuquén
14348,14348,CHA.NQ.PL-1018,51530,AL NORTE DE LA DORSAL,NDD,YPF S.A.,PUESTO LOPEZ,LOP,lotena,NEUQUINA,Neuquén,648.3,1500.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-69.06998992, -38.82031077]}",0101000020E6100000C75C00B77A4451C071DA7CF1FF6843C0,Point,"[-69.06998992, -38.82031077]","-69.06998992, -38.82031077","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.82031077, 'lon': -69.06998992, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.82031077,-69.06998992,,,58.0,Neuquén
14357,14357,CHA.NQ.PL-1027,51539,AL NORTE DE LA DORSAL,NDD,YPF S.A.,PUESTO LOPEZ,LOP,lotena,NEUQUINA,Neuquén,592.4,1352.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-69.0532943, -38.81829187]}",0101000020E61000000CE47E2C694351C0C91DBAC9BD6843C0,Point,"[-69.0532943, -38.81829187]","-69.0532943, -38.81829187","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.81829187, 'lon': -69.0532943, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.81829187,-69.0532943,,,58.0,Neuquén
14402,14402,PNR.NQ.PO.a-1001,51584,AL SUR DE LA DORSAL,SDD,OILSTONE ENERGIA S.A.,PORTEZUELOS OESTE,PORO,precuyo,NEUQUINA,Neuquén,836.1,2723.0,EXPLOTACION,AVANZADA,CONVENCIONAL,No informado,no,Gasífero,Surgencia Natural,Extracción Efectiva,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-69.56322576, -39.01573057]}",0101000020E6100000BEDD0EE40B6451C046D99575038243C0,Point,"[-69.56322576, -39.01573057]","-69.56322576, -39.01573057","{'departamento_id': '58112', 'departamento_nombre': 'Zapala', 'lat': -39.01573057, 'lon': -69.56322576, 'municipio_id': '585147', 'municipio_nombre': 'Ramón M. Castro', 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58112.0,Zapala,-39.01573057,-69.56322576,585147.0,Ramón M. Castro,58.0,Neuquén
23777,23777,PBE.Nq.PH-1555d,73320,PUESTO HERNANDEZ,PHE,YPF S.A.,PUESTO HERNANDEZ,HER,rayoso,NEUQUINA,Neuquén,641.3,975.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Cavidad Progresiva,Extracción Efectiva,,,,,"{'type': 'Point', 'coordinates': [-69.0596, -37.2886]}",0101000020E6100000DDB5847CD04351C014D044D8F0A442C0,Point,"[-69.0596, -37.2886]","-69.0596, -37.2886","{'departamento_id': '58091', 'departamento_nombre': 'Pehuenches', 'lat': -37.2886, 'lon': -69.0596, 'municipio_id': '580210', 'municipio_nombre': 'Rincón de los Sauces', 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58091.0,Pehuenches,-37.2886,-69.0596,580210.0,Rincón de los Sauces,58.0,Neuquén
49812,49812,AEA.NQ.NQ-1057,117879,AL SUR DE LA DORSAL,SDD,OILSTONE ENERGIA S.A.,EL DIVISADERO - GENERAL SAN MARTIN,DSM,quebrada del sapo,NEUQUINA,Neuquén,385.0,1293.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,2006-09-07,2006-09-19,2006-10-06,2006-10-13,"{'type': 'Point', 'coordinates': [-68.78668216, -39.08392953]}",0101000020E6100000FC622100593251C06342ED33BE8A43C0,Point,"[-68.78668216, -39.08392953]","-68.78668216, -39.08392953","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -39.08392953, 'lon': -68.78668216, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-39.08392953,-68.78668216,,,58.0,Neuquén
57160,57160,AEA.NQ.EM-14,125712,AL SUR DE LA DORSAL,SDD,OILSTONE ENERGIA S.A.,EL MOGOTITO,LMP,lotena,NEUQUINA,Neuquén,707.6,1500.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,2006-11-23,2006-12-09,2006-12-29,2007-01-09,"{'type': 'Point', 'coordinates': [-69.16397734, -39.19608034]}",0101000020E61000007225D09A7E4A51C023D81B29199943C0,Point,"[-69.16397734, -39.19608034]","-69.16397734, -39.19608034","{'departamento_id': '58098', 'departamento_nombre': 'Picún Leufú', 'lat': -39.19608034, 'lon': -69.16397734, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58098.0,Picún Leufú,-39.19608034,-69.16397734,,,58.0,Neuquén
57232,57232,PAE.Ch.Z-1053,125787,ANTICLINAL GRANDE - CERRO DRAGON,ANG,PAN AMERICAN ENERGY SL,ZORRO,ZOR,comodoro rivadavia,GOLFO SAN JORGE,Chubut,537.87,2427.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,2007-02-03,2007-02-16,2007-02-21,2007-03-08,"{'type': 'Point', 'coordinates': [-68.57369, -45.86794]}",0101000020E6100000B4024356B72451C0F3716DA818EF46C0,Point,"[-68.57369, -45.86794]","-68.57369, -45.86794","{'departamento_id': '26091', 'departamento_nombre': 'Sarmiento', 'lat': -45.86794, 'lon': -68.57369, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '26', 'provincia_nombre': 'Chubut'}",26091.0,Sarmiento,-45.86794,-68.57369,,,26.0,Chubut
57555,57555,AEA.NQ.NQ-1067,126265,AL SUR DE LA DORSAL,SDD,OILSTONE ENERGIA S.A.,EL DIVISADERO - GENERAL SAN MARTIN,DSM,quebrada del sapo,NEUQUINA,Neuquén,382.88,1282.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Cavidad Progresiva,Extracción Efectiva,2007-02-07,2007-02-18,2007-02-19,2007-03-12,"{'type': 'Point', 'coordinates': [-68.76911944, -39.07145992]}",0101000020E61000002461BE40393151C0F9AF4199258943C0,Point,"[-68.76911944, -39.07145992]","-68.76911944, -39.07145992","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -39.07145992, 'lon': -68.76911944, 'municipio_id': '580077', 'municipio_nombre': 'Senillosa', 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-39.07145992,-68.76911944,580077.0,Senillosa,58.0,Neuquén
57565,57565,PAE.Ch.Z-1054,126275,ANTICLINAL GRANDE - CERRO DRAGON,ANG,PAN AMERICAN ENERGY SL,ZORRO,ZOR,comodoro rivadavia,GOLFO SAN JORGE,Chubut,485.45,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,2007-01-16,2007-02-01,2007-02-08,2007-03-28,"{'type': 'Point', 'coordinates': [-68.57369, -45.86794]}",0101000020E6100000B4024356B72451C0F3716DA818EF46C0,Point,"[-68.57369, -45.86794]","-68.57369, -45.86794","{'departamento_id': '26091', 'departamento_nombre': 'Sarmiento', 'lat': -45.86794, 'lon': -68.57369, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '26', 'provincia_nombre': 'Chubut'}",26091.0,Sarmiento,-45.86794,-68.57369,,,26.0,Chubut
58326,58326,TPT.St.Ag.xp-1(ST4),127112,AGUARAGÜE,AGU,TECPETROL S.A.,SIERRA DE AGUARAGÜE (SANTA ROSA ICLA),SRIC,santa rosa,NOROESTE,Salta,669.1,5363.0,EXPLORACION,EXPLORATORIO PROFUNDO,CONVENCIONAL,No informado,no,Gasífero,Surgencia Natural,Extracción Efectiva,2007-01-13,2007-08-14,2007-08-14,2007-08-27,"{'type': 'Point', 'coordinates': [-63.886108, -22.6354905]}",0101000020E6100000AB5CA8FC6BF14FC02F6B6281AFA236C0,Point,"[-63.886108, -22.6354905]","-63.886108, -22.6354905","{'departamento_id': '66056', 'departamento_nombre': 'General José de San Martín', 'lat': -22.6354905, 'lon': -63.886108, 'municipio_id': '660147', 'municipio_nombre': 'General Mosconi', 'provincia_id': '66', 'provincia_nombre': 'Salta'}",66056.0,General José de San Martín,-22.6354905,-63.886108,660147.0,General Mosconi,66.0,Salta
58340,58340,AEA.NQ.PL-1058,127127,AL NORTE DE LA DORSAL,NDD,YPF S.A.,PUESTO LOPEZ,LOP,lotena,NEUQUINA,Neuquén,601.88,1400.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,2007-06-28,2007-07-11,2007-07-11,2007-07-31,"{'type': 'Point', 'coordinates': [-69.04773837, -38.8413842]}",0101000020E6100000857A3C250E4351C0812F3B7AB26B43C0,Point,"[-69.04773837, -38.8413842]","-69.04773837, -38.8413842","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.8413842, 'lon': -69.04773837, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.8413842,-69.04773837,,,58.0,Neuquén
58665,58665,AEA.NQ.Gu-1155,127501,AL NORTE DE LA DORSAL,NDD,YPF S.A.,GUANACO,GUA,lotena,NEUQUINA,Neuquén,613.06,1650.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Gasífero,Plunger Lift,Parado Transitoriamente,2007-09-14,2007-09-30,2007-09-30,2007-10-22,"{'type': 'Point', 'coordinates': [-69.23902207, -38.87288471]}",0101000020E6100000066B39234C4F51C07150A9AFBA6F43C0,Point,"[-69.23902207, -38.87288471]","-69.23902207, -38.87288471","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.87288471, 'lon': -69.23902207, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.87288471,-69.23902207,,,58.0,Neuquén
58801,58801,AEA.NQ.Gu-1157,127892,AL NORTE DE LA DORSAL,NDD,YPF S.A.,GUANACO,GUA,lotena,NEUQUINA,Neuquén,620.98,1650.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Gasífero,Bombeo Mecánico,Extracción Efectiva,2007-10-01,2007-10-18,2007-10-18,2007-11-13,"{'type': 'Point', 'coordinates': [-69.24466361, -38.86865652]}",0101000020E61000002ADE8E91A84F51C0B86D0823306F43C0,Point,"[-69.24466361, -38.86865652]","-69.24466361, -38.86865652","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.86865652, 'lon': -69.24466361, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.86865652,-69.24466361,,,58.0,Neuquén
58980,58980,PAE.Ch.VH-1170,128078,ANTICLINAL GRANDE - CERRO DRAGON,ANG,PAN AMERICAN ENERGY SL,VALLE HERMOSO,VAHE,mina el carmen,GOLFO SAN JORGE,Chubut,388.25,2208.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,2007-10-19,2007-11-03,2007-11-16,2007-12-07,"{'type': 'Point', 'coordinates': [-68.58832, -45.73832]}",0101000020E61000004BE5ED08A72551C0CAFD0E4581DE46C0,Point,"[-68.58832, -45.73832]","-68.58832, -45.73832","{'departamento_id': '26091', 'departamento_nombre': 'Sarmiento', 'lat': -45.73832, 'lon': -68.58832, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '26', 'provincia_nombre': 'Chubut'}",26091.0,Sarmiento,-45.73832,-68.58832,,,26.0,Chubut
60315,60315,AEA.NQ.Gu-1169,129645,AL NORTE DE LA DORSAL,NDD,YPF S.A.,GUANACO,GUA,lotena,NEUQUINA,Neuquén,608.93,1600.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,2008-02-23,2008-03-05,2008-03-05,2008-03-18,"{'type': 'Point', 'coordinates': [-69.23576737, -38.86759171]}",0101000020E61000004BE705D0164F51C0885DC23E0D6F43C0,Point,"[-69.23576737, -38.86759171]","-69.23576737, -38.86759171","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.86759171, 'lon': -69.23576737, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.86759171,-69.23576737,,,58.0,Neuquén
60317,60317,PLF.TF.LFl.x-2001(II)d,129647,TIERRA DEL FUEGO - FRACCION B,TDFB,YPF S.A.,SAN SEBASTIAN,SEB,springhill,AUSTRAL,Tierra del Fuego,25.0,4250.0,EXPLORACION,EXPLORACION,No informado,No informado,no,Petrolífero,Electrosumergible,Extracción Efectiva,,,,,"{'type': 'Point', 'coordinates': [-68.12624131, -53.34449582]}",0101000020E6100000AB766E56140851C01D41647018AC4AC0,Point,"[-68.12624131, -53.34449582]","-68.12624131, -53.34449582","{'departamento_id': '94008', 'departamento_nombre': 'Río Grande', 'lat': -53.34449582, 'lon': -68.12624131, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '94', 'provincia_nombre': 'Tierra del Fuego, Antártida e Islas del Atlántico Sur'}",94008.0,Río Grande,-53.34449582,-68.12624131,,,94.0,"Tierra del Fuego, Antártida e Islas del Atlántico Sur"
60539,60539,TPT.St.Ag.ap-1002(ST1),129889,AGUARAGÜE,AGU,TECPETROL S.A.,SIERRA DE AGUARAGÜE (SANTA ROSA ICLA),SRIC,santa rosa,NOROESTE,Salta,685.22,4172.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Gasífero,Surgencia Natural,Parado Transitoriamente,2001-12-16,2002-07-24,,,"{'type': 'Point', 'coordinates': [-63.88023288, -22.58227344]}",0101000020E6100000613B9478ABF04FC0222146DF0F9536C0,Point,"[-63.88023288, -22.58227344]","-63.88023288, -22.58227344","{'departamento_id': '66056', 'departamento_nombre': 'General José de San Martín', 'lat': -22.58227344, 'lon': -63.88023288, 'municipio_id': '660147', 'municipio_nombre': 'General Mosconi', 'provincia_id': '66', 'provincia_nombre': 'Salta'}",66056.0,General José de San Martín,-22.58227344,-63.88023288,660147.0,General Mosconi,66.0,Salta
61113,61113,PAR.MD.N.ECN-256,130536,JAGÜEL CASA DE PIEDRA,JCPA,PLUSPETROL S.A.,EL CORCOBO NORTE,ECCN,centenario,NEUQUINA,Mendoza,724.2,670.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Cavidad Progresiva,Parado Transitoriamente,2008-07-20,2008-07-26,2008-08-04,2008-08-08,"{'type': 'Point', 'coordinates': [-68.33662, -37.41918]}",0101000020E61000007DCB9C2E8B1551C09291B3B0A7B542C0,Point,"[-68.33662, -37.41918]","-68.33662, -37.41918","{'departamento_id': '50077', 'departamento_nombre': 'Malargüe', 'lat': -37.41918, 'lon': -68.33662, 'municipio_id': '500077', 'municipio_nombre': 'Malargüe', 'provincia_id': '50', 'provincia_nombre': 'Mendoza'}",50077.0,Malargüe,-37.41918,-68.33662,500077.0,Malargüe,50.0,Mendoza
61114,61114,PAR.MD.N.ECN-257,130537,JAGÜEL CASA DE PIEDRA,JCPA,PLUSPETROL S.A.,EL CORCOBO NORTE,ECCN,centenario,NEUQUINA,Mendoza,724.2,670.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Cavidad Progresiva,Extracción Efectiva,2008-07-18,2008-07-24,2008-08-09,2008-08-16,"{'type': 'Point', 'coordinates': [-68.33662, -37.41918]}",0101000020E61000007DCB9C2E8B1551C09291B3B0A7B542C0,Point,"[-68.33662, -37.41918]","-68.33662, -37.41918","{'departamento_id': '50077', 'departamento_nombre': 'Malargüe', 'lat': -37.41918, 'lon': -68.33662, 'municipio_id': '500077', 'municipio_nombre': 'Malargüe', 'provincia_id': '50', 'provincia_nombre': 'Mendoza'}",50077.0,Malargüe,-37.41918,-68.33662,500077.0,Malargüe,50.0,Mendoza
61457,61457,AEA.NQ.Gu-1165d,130904,AL NORTE DE LA DORSAL,NDD,YPF S.A.,GUANACO,GUA,precuyo,NEUQUINA,Neuquén,616.85,2653.0,EXPLOTACION,DESARROLLO,NO CONVENCIONAL,TIGHT,si,Gasífero,Surgencia Natural,Extracción Efectiva,2008-07-05,2008-08-11,2008-08-11,2008-09-12,"{'type': 'Point', 'coordinates': [-69.24071207, -38.86561366]}",0101000020E6100000C21999D3674F51C0DF55AC6DCC6E43C0,Point,"[-69.24071207, -38.86561366]","-69.24071207, -38.86561366","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.86561366, 'lon': -69.24071207, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.86561366,-69.24071207,,,58.0,Neuquén
61593,61593,PLF.TF.LFl-2002(I)d,131073,TIERRA DEL FUEGO - FRACCION B,TDFB,YPF S.A.,SAN SEBASTIAN,SEB,springhill,AUSTRAL,Tierra del Fuego,25.0,4189.0,No informado,No informado,No informado,No informado,no,Petrolífero,Electrosumergible,Extracción Efectiva,,,,,"{'type': 'Point', 'coordinates': [-68.12624131, -53.34449582]}",0101000020E6100000AB766E56140851C01D41647018AC4AC0,Point,"[-68.12624131, -53.34449582]","-68.12624131, -53.34449582","{'departamento_id': '94008', 'departamento_nombre': 'Río Grande', 'lat': -53.34449582, 'lon': -68.12624131, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '94', 'provincia_nombre': 'Tierra del Fuego, Antártida e Islas del Atlántico Sur'}",94008.0,Río Grande,-53.34449582,-68.12624131,,,94.0,"Tierra del Fuego, Antártida e Islas del Atlántico Sur"
61769,61769,YPF.Ch.Gbk-741,131315,MANANTIALES BEHR,BEH,YPF S.A.,MANANTIALES BEHR,BEH,grupo chubut,GOLFO SAN JORGE,Chubut,642.98,1200.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Cavidad Progresiva,Extracción Efectiva,2008-11-04,2008-11-13,2008-11-17,2008-11-22,"{'type': 'Point', 'coordinates': [-67.7562029401, -45.5805440548]}",0101000020E6100000963704A165F050C06AA080444FCA46C0,Point,"[-67.7562029401, -45.5805440548]","-67.7562029401, -45.5805440548","{'departamento_id': '26021', 'departamento_nombre': 'Escalante', 'lat': -45.5805440548, 'lon': -67.7562029401, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '26', 'provincia_nombre': 'Chubut'}",26021.0,Escalante,-45.5805440548,-67.7562029401,,,26.0,Chubut
61925,61925,YPF.Ch.Gbk-764,131562,MANANTIALES BEHR,BEH,YPF S.A.,MANANTIALES BEHR,BEH,grupo chubut,GOLFO SAN JORGE,Chubut,642.98,1900.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Cavidad Progresiva,Extracción Efectiva,2008-11-10,2008-11-23,2008-11-27,2008-12-02,"{'type': 'Point', 'coordinates': [-67.7562029401, -45.5805440548]}",0101000020E6100000963704A165F050C06AA080444FCA46C0,Point,"[-67.7562029401, -45.5805440548]","-67.7562029401, -45.5805440548","{'departamento_id': '26021', 'departamento_nombre': 'Escalante', 'lat': -45.5805440548, 'lon': -67.7562029401, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '26', 'provincia_nombre': 'Chubut'}",26021.0,Escalante,-45.5805440548,-67.7562029401,,,26.0,Chubut
